"CAT_TRAVELLER","Category of traveller","COUNTRY","Country of stay/residence","TSEST","Adjustment type","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2016-12","Dec-2016",99400,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2017-01","Jan-2017",166900,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2017-02","Feb-2017",143400,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2017-03","Mar-2017",111100,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2017-04","Apr-2017",101800,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2017-05","May-2017",80100,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2017-06","Jun-2017",76400,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2017-07","Jul-2017",149800,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2017-08","Aug-2017",116400,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2017-09","Sep-2017",97700,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2017-10","Oct-2017",100400,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2017-11","Nov-2017",101300,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2017-12","Dec-2017",111500,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2018-01","Jan-2018",118300,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2018-02","Feb-2018",227400,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2018-03","Mar-2018",122500,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2018-04","Apr-2018",109300,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2018-05","May-2018",89500,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2018-06","Jun-2018",77400,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2018-07","Jul-2018",153500,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2018-08","Aug-2018",117100,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2018-09","Sep-2018",97600,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2018-10","Oct-2018",101300,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2018-11","Nov-2018",102900,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2018-12","Dec-2018",115300,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2019-01","Jan-2019",142800,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2019-02","Feb-2019",206300,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2019-03","Mar-2019",124400,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2019-04","Apr-2019",96200,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2019-05","May-2019",94700,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2019-06","Jun-2019",80700,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2019-07","Jul-2019",150400,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2019-08","Aug-2019",128300,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2019-09","Sep-2019",99000,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2019-10","Oct-2019",102700,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2019-11","Nov-2019",101400,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2019-12","Dec-2019",111800,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2020-01","Jan-2020",156600,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2020-02","Feb-2020",21300,,
"06","Short-term (less than one year) Visitors arriving","6101","China","10","Original","M","Monthly","2020-03","Mar-2020",27900,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2013-01","Jan-2013",9100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2013-02","Feb-2013",21600,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2013-03","Mar-2013",20400,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2013-04","Apr-2013",11300,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2013-05","May-2013",10100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2013-06","Jun-2013",12800,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2013-07","Jul-2013",16600,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2013-08","Aug-2013",15000,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2013-09","Sep-2013",13600,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2013-10","Oct-2013",13500,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2013-11","Nov-2013",14700,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2013-12","Dec-2013",24200,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2014-01","Jan-2014",16300,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2014-02","Feb-2014",18700,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2014-03","Mar-2014",16100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2014-04","Apr-2014",22600,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2014-05","May-2014",13200,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2014-06","Jun-2014",12700,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2014-07","Jul-2014",16800,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2014-08","Aug-2014",17800,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2014-09","Sep-2014",13300,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2014-10","Oct-2014",14300,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2014-11","Nov-2014",15300,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2014-12","Dec-2014",24300,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2015-01","Jan-2015",11500,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2015-02","Feb-2015",22300,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2015-03","Mar-2015",20800,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2015-04","Apr-2015",18700,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2015-05","May-2015",13400,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2015-06","Jun-2015",13900,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2015-07","Jul-2015",20600,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2015-08","Aug-2015",20100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2015-09","Sep-2015",15200,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2015-10","Oct-2015",17300,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2015-11","Nov-2015",16500,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2015-12","Dec-2015",27700,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2016-01","Jan-2016",13600,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2016-02","Feb-2016",28600,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2016-03","Mar-2016",29100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2016-04","Apr-2016",15400,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2016-05","May-2016",13900,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2016-06","Jun-2016",17200,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2016-07","Jul-2016",23200,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2016-08","Aug-2016",22100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2016-09","Sep-2016",15300,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2016-10","Oct-2016",18900,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2016-11","Nov-2016",18000,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2016-12","Dec-2016",32600,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2017-01","Jan-2017",22000,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2017-02","Feb-2017",21100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2017-03","Mar-2017",19100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2017-04","Apr-2017",32600,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2017-05","May-2017",17900,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2017-06","Jun-2017",16600,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2017-07","Jul-2017",25400,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2017-08","Aug-2017",27700,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2017-09","Sep-2017",19700,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2017-10","Oct-2017",22200,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2017-11","Nov-2017",21000,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2017-12","Dec-2017",35900,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2018-01","Jan-2018",15900,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2018-02","Feb-2018",34100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2018-03","Mar-2018",36200,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2018-04","Apr-2018",20800,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2018-05","May-2018",19000,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2018-06","Jun-2018",20700,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2018-07","Jul-2018",29100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2018-08","Aug-2018",29700,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2018-09","Sep-2018",20700,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2018-10","Oct-2018",22700,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2018-11","Nov-2018",22300,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2018-12","Dec-2018",37500,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2019-01","Jan-2019",17100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2019-02","Feb-2019",34500,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2019-03","Mar-2019",23100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2019-04","Apr-2019",31000,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2019-05","May-2019",21100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2019-06","Jun-2019",20700,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2019-07","Jul-2019",31100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2019-08","Aug-2019",33800,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2019-09","Sep-2019",19900,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2019-10","Oct-2019",22800,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2019-11","Nov-2019",22900,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2019-12","Dec-2019",37100,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2020-01","Jan-2020",26800,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2020-02","Feb-2020",25000,,
"06","Short-term (less than one year) Visitors arriving","6102","Hong Kong","10","Original","M","Monthly","2020-03","Mar-2020",7800,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2013-01","Jan-2013",7300,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2013-02","Feb-2013",11200,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2013-03","Mar-2013",9500,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2013-04","Apr-2013",8000,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2013-05","May-2013",7900,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2013-06","Jun-2013",9400,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2013-07","Jul-2013",11000,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2013-08","Aug-2013",9500,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2013-09","Sep-2013",9700,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2013-10","Oct-2013",9700,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2013-11","Nov-2013",7600,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2013-12","Dec-2013",8400,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2014-01","Jan-2014",8900,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2014-02","Feb-2014",11600,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2014-03","Mar-2014",10100,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2014-04","Apr-2014",9200,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2014-05","May-2014",10300,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2014-06","Jun-2014",10400,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2014-07","Jul-2014",11300,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2014-08","Aug-2014",11400,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2014-09","Sep-2014",9900,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2014-10","Oct-2014",9400,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2014-11","Nov-2014",8100,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2014-12","Dec-2014",9600,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2015-01","Jan-2015",8500,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2015-02","Feb-2015",12200,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2015-03","Mar-2015",11400,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2015-04","Apr-2015",9600,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2015-05","May-2015",10400,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2015-06","Jun-2015",10400,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2015-07","Jul-2015",12400,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2015-08","Aug-2015",12500,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2015-09","Sep-2015",11300,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2015-10","Oct-2015",11200,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2015-11","Nov-2015",11000,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2015-12","Dec-2015",10400,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2016-01","Jan-2016",10800,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2016-02","Feb-2016",16100,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2016-03","Mar-2016",14500,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2016-04","Apr-2016",11800,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2016-05","May-2016",13000,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2016-06","Jun-2016",12700,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2016-07","Jul-2016",15500,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2016-08","Aug-2016",15100,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2016-09","Sep-2016",14900,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2016-10","Oct-2016",13200,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2016-11","Nov-2016",12900,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2016-12","Dec-2016",12500,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2017-01","Jan-2017",13700,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2017-02","Feb-2017",16600,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2017-03","Mar-2017",13900,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2017-04","Apr-2017",13500,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2017-05","May-2017",13200,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2017-06","Jun-2017",14300,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2017-07","Jul-2017",16300,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2017-08","Aug-2017",18200,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2017-09","Sep-2017",14300,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2017-10","Oct-2017",16300,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2017-11","Nov-2017",12700,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2017-12","Dec-2017",16900,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2018-01","Jan-2018",14800,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2018-02","Feb-2018",20800,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2018-03","Mar-2018",18500,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2018-04","Apr-2018",15900,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2018-05","May-2018",16700,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2018-06","Jun-2018",16500,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2018-07","Jul-2018",19700,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2018-08","Aug-2018",19100,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2018-09","Sep-2018",15600,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2018-10","Oct-2018",15800,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2018-11","Nov-2018",14400,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2018-12","Dec-2018",15000,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2019-01","Jan-2019",15400,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2019-02","Feb-2019",21600,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2019-03","Mar-2019",15700,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2019-04","Apr-2019",12700,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2019-05","May-2019",14600,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2019-06","Jun-2019",16400,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2019-07","Jul-2019",17200,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2019-08","Aug-2019",20900,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2019-09","Sep-2019",15200,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2019-10","Oct-2019",16500,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2019-11","Nov-2019",14800,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2019-12","Dec-2019",13500,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2020-01","Jan-2020",18700,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2020-02","Feb-2020",13900,,
"06","Short-term (less than one year) Visitors arriving","6105","Taiwan","10","Original","M","Monthly","2020-03","Mar-2020",3100,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2013-01","Jan-2013",22100,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2013-02","Feb-2013",32600,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2013-03","Mar-2013",36600,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2013-04","Apr-2013",18700,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2013-05","May-2013",17800,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2013-06","Jun-2013",15900,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2013-07","Jul-2013",29700,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2013-08","Aug-2013",40400,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2013-09","Sep-2013",25900,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2013-10","Oct-2013",28500,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2013-11","Nov-2013",29200,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2013-12","Dec-2013",33200,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2014-01","Jan-2014",19800,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2014-02","Feb-2014",31600,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2014-03","Mar-2014",37900,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2014-04","Apr-2014",17600,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2014-05","May-2014",19700,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2014-06","Jun-2014",17100,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2014-07","Jul-2014",31600,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2014-08","Aug-2014",42400,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2014-09","Sep-2014",25000,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2014-10","Oct-2014",28600,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2014-11","Nov-2014",29200,,
"06","Short-term (less than one year) Visitors arriving","6201","Japan","10","Original","M","Monthly","2014-12","Dec-2014",33300,,
